movie_id:string:START_ID,:START_LABEL,category_id:string:END_ID,:END_LABEL,:TYPE,year:string
"1472510","movie","爱情","category","BELONGS","2005.0"
"1433232","movie","剧情","category","BELONGS","2005.0"
"1433232","movie","爱情","category","BELONGS","2005.0"
"1291873","movie","剧情","category","BELONGS","1986.0"
"1291873","movie","爱情","category","BELONGS","1986.0"
"1291873","movie","情色","category","BELONGS","1986.0"
"3914500","movie","剧情","category","BELONGS","2011.0"
"3914500","movie","爱情","category","BELONGS","2011.0"
"3914500","movie","惊悚","category","BELONGS","2011.0"
"3914500","movie","奇幻","category","BELONGS","2011.0"
"1302673","movie","喜剧","category","BELONGS","1994.0"
"1302673","movie","爱情","category","BELONGS","1994.0"
"1302673","movie","奇幻","category","BELONGS","1994.0"
"1297598","movie","剧情","category","BELONGS","2001.0"
"1297598","movie","爱情","category","BELONGS","2001.0"
"1297598","movie","情色","category","BELONGS","2001.0"
"1300528","movie","剧情","category","BELONGS","1999.0"
"1300528","movie","爱情","category","BELONGS","1999.0"
"1300528","movie","同性","category","BELONGS","1999.0"
"1300528","movie","犯罪","category","BELONGS","1999.0"
"2081098","movie","喜剧","category","BELONGS","2008.0"
"2081098","movie","爱情","category","BELONGS","2008.0"
"2081098","movie","同性","category","BELONGS","2008.0"
"3586471","movie","剧情","category","BELONGS","2009.0"
"3586471","movie","爱情","category","BELONGS","2009.0"
"6024430","movie","剧情","category","BELONGS","2011.0"
"6024430","movie","爱情","category","BELONGS","2011.0"
"6024430","movie","同性","category","BELONGS","2011.0"
"5977838","movie","爱情","category","BELONGS","2012.0"
"3070319","movie","喜剧","category","BELONGS","2009.0"
"3070319","movie","爱情","category","BELONGS","2009.0"
"1294768","movie","剧情","category","BELONGS","1970.0"
"1294768","movie","爱情","category","BELONGS","1970.0"
"1302050","movie","剧情","category","BELONGS","1959.0"
"1302050","movie","爱情","category","BELONGS","1959.0"
"1302050","movie","战争","category","BELONGS","1959.0"
"1297644","movie","剧情","category","BELONGS","1957.0"
"1297644","movie","爱情","category","BELONGS","1957.0"
"1297644","movie","历史","category","BELONGS","1957.0"
"1300802","movie","剧情","category","BELONGS","1994.0"
"1300802","movie","爱情","category","BELONGS","1994.0"
"1300802","movie","传记","category","BELONGS","1994.0"
"1300802","movie","历史","category","BELONGS","1994.0"
"6714088","movie","剧情","category","BELONGS","2012.0"
"6714088","movie","爱情","category","BELONGS","2012.0"
"1293120","movie","爱情","category","BELONGS","1989.0"
"1293120","movie","动画","category","BELONGS","1989.0"
"1293120","movie","歌舞","category","BELONGS","1989.0"
"1293120","movie","奇幻","category","BELONGS","1989.0"
"1863955","movie","剧情","category","BELONGS","2008.0"
"1863955","movie","爱情","category","BELONGS","2008.0"
"1863955","movie","传记","category","BELONGS","2008.0"
"1863955","movie","历史","category","BELONGS","2008.0"
"1291553","movie","剧情","category","BELONGS","1993.0"
"1291553","movie","爱情","category","BELONGS","1993.0"
"1291553","movie","音乐","category","BELONGS","1993.0"
"20278505","movie","科幻","category","BELONGS","2015.0"
"20278505","movie","悬疑","category","BELONGS","2015.0"
"2354729","movie","剧情","category","BELONGS","2009.0"
"2354729","movie","科幻","category","BELONGS","2009.0"
"2354729","movie","悬疑","category","BELONGS","2009.0"
"2354729","movie","惊悚","category","BELONGS","2009.0"
"2354729","movie","灾难","category","BELONGS","2009.0"
"1293702","movie","动作","category","BELONGS","1997.0"
"1293702","movie","科幻","category","BELONGS","1997.0"
"1293702","movie","惊悚","category","BELONGS","1997.0"
"1293702","movie","冒险","category","BELONGS","1997.0"
"1295384","movie","动作","category","BELONGS","1997.0"
"1295384","movie","科幻","category","BELONGS","1997.0"
"1295384","movie","惊悚","category","BELONGS","1997.0"
"1295384","movie","冒险","category","BELONGS","1997.0"
"1293792","movie","动作","category","BELONGS","1986.0"
"1293792","movie","科幻","category","BELONGS","1986.0"
"1293792","movie","惊悚","category","BELONGS","1986.0"
"6828823","movie","动作","category","BELONGS","2013.0"
"6828823","movie","科幻","category","BELONGS","2013.0"
"6828823","movie","冒险","category","BELONGS","2013.0"
"1292332","movie","科幻","category","BELONGS","1998.0"
"1292332","movie","悬疑","category","BELONGS","1998.0"
"1292332","movie","惊悚","category","BELONGS","1998.0"
"1985677","movie","动作","category","BELONGS","2012.0"
"1985677","movie","科幻","category","BELONGS","2012.0"
"1985677","movie","奇幻","category","BELONGS","2012.0"
"1985677","movie","冒险","category","BELONGS","2012.0"
"1764796","movie","科幻","category","BELONGS","2009.0"
"1764796","movie","动画","category","BELONGS","2009.0"
"1764796","movie","悬疑","category","BELONGS","2009.0"
"1764796","movie","惊悚","category","BELONGS","2009.0"
"1764796","movie","奇幻","category","BELONGS","2009.0"
"1764796","movie","冒险","category","BELONGS","2009.0"
"1304643","movie","动作","category","BELONGS","2002.0"
"1304643","movie","科幻","category","BELONGS","2002.0"
"1304643","movie","惊悚","category","BELONGS","2002.0"
"1304643","movie","冒险","category","BELONGS","2002.0"
"3606973","movie","动作","category","BELONGS","2012.0"
"3606973","movie","科幻","category","BELONGS","2012.0"
"3606973","movie","家庭","category","BELONGS","2012.0"
"3606973","movie","奇幻","category","BELONGS","2012.0"
"3606973","movie","冒险","category","BELONGS","2012.0"
"1297785","movie","动作","category","BELONGS","2002.0"
"1297785","movie","科幻","category","BELONGS","2002.0"
"1297785","movie","奇幻","category","BELONGS","2002.0"
"1297785","movie","冒险","category","BELONGS","2002.0"
"1299092","movie","喜剧","category","BELONGS","1989.0"
"1299092","movie","科幻","category","BELONGS","1989.0"
"1299092","movie","冒险","category","BELONGS","1989.0"
"2364054","movie","动作","category","BELONGS","2011.0"
"2364054","movie","科幻","category","BELONGS","2011.0"
"1294037","movie","动作","category","BELONGS","1995.0"
"1294037","movie","科幻","category","BELONGS","1995.0"
"1294037","movie","惊悚","category","BELONGS","1995.0"
"1294037","movie","冒险","category","BELONGS","1995.0"
"1309044","movie","动作","category","BELONGS","2005.0"
"1309044","movie","科幻","category","BELONGS","2005.0"
"1309044","movie","冒险","category","BELONGS","2005.0"
"1309044","movie","灾难","category","BELONGS","2005.0"
"3103186","movie","喜剧","category","BELONGS","2012.0"
"3103186","movie","动作","category","BELONGS","2012.0"
"3103186","movie","科幻","category","BELONGS","2012.0"
"1297151","movie","动作","category","BELONGS","1983.0"
"1297151","movie","科幻","category","BELONGS","1983.0"
"1297151","movie","奇幻","category","BELONGS","1983.0"
"1297151","movie","冒险","category","BELONGS","1983.0"
"1299153","movie","动作","category","BELONGS","1997.0"
"1299153","movie","科幻","category","BELONGS","1997.0"
"1299153","movie","惊悚","category","BELONGS","1997.0"
"2301701","movie","剧情","category","BELONGS","2010.0"
"2301701","movie","科幻","category","BELONGS","2010.0"
"2301701","movie","惊悚","category","BELONGS","2010.0"
"1292769","movie","动作","category","BELONGS","1998.0"
"1292769","movie","科幻","category","BELONGS","1998.0"
"1292769","movie","冒险","category","BELONGS","1998.0"
"1292769","movie","灾难","category","BELONGS","1998.0"
"1295292","movie","动作","category","BELONGS","1998.0"
"1295292","movie","科幻","category","BELONGS","1998.0"
"1295292","movie","冒险","category","BELONGS","1998.0"
"1295292","movie","灾难","category","BELONGS","1998.0"
"1297929","movie","动作","category","BELONGS","1992.0"
"1297929","movie","科幻","category","BELONGS","1992.0"
"1297929","movie","惊悚","category","BELONGS","1992.0"
"1478064","movie","剧情","category","BELONGS","2006.0"
"1478064","movie","科幻","category","BELONGS","2006.0"
"1478064","movie","冒险","category","BELONGS","2006.0"
"1478064","movie","灾难","category","BELONGS","2006.0"
"2037833","movie","动作","category","BELONGS","2008.0"
"2037833","movie","科幻","category","BELONGS","2008.0"
"2037833","movie","惊悚","category","BELONGS","2008.0"
"2037833","movie","家庭","category","BELONGS","2008.0"
"2037833","movie","冒险","category","BELONGS","2008.0"
"2144242","movie","科幻","category","BELONGS","2008.0"
"2144242","movie","悬疑","category","BELONGS","2008.0"
"2144242","movie","惊悚","category","BELONGS","2008.0"
"2144242","movie","灾难","category","BELONGS","2008.0"
"1418191","movie","动作","category","BELONGS","2006.0"
"1418191","movie","科幻","category","BELONGS","2006.0"
"1418191","movie","奇幻","category","BELONGS","2006.0"
"1418191","movie","冒险","category","BELONGS","2006.0"
"1296666","movie","喜剧","category","BELONGS","1990.0"
"1296666","movie","科幻","category","BELONGS","1990.0"
"1296666","movie","冒险","category","BELONGS","1990.0"
"1789283","movie","动作","category","BELONGS","2007.0"
"1789283","movie","科幻","category","BELONGS","2007.0"
"1789283","movie","惊悚","category","BELONGS","2007.0"
"3011617","movie","动作","category","BELONGS","2009.0"
"3011617","movie","科幻","category","BELONGS","2009.0"
"3011617","movie","悬疑","category","BELONGS","2009.0"
"3011617","movie","惊悚","category","BELONGS","2009.0"
"3011617","movie","恐怖","category","BELONGS","2009.0"
"1949328","movie","动作","category","BELONGS","2008.0"
"1949328","movie","科幻","category","BELONGS","2008.0"
"1949328","movie","惊悚","category","BELONGS","2008.0"
"1949328","movie","冒险","category","BELONGS","2008.0"
"6053731","movie","剧情","category","BELONGS","2012.0"
"6053731","movie","动作","category","BELONGS","2012.0"
"6053731","movie","科幻","category","BELONGS","2012.0"
"6053731","movie","惊悚","category","BELONGS","2012.0"
"1308769","movie","动作","category","BELONGS","2004.0"
"1308769","movie","科幻","category","BELONGS","2004.0"
"1308769","movie","惊悚","category","BELONGS","2004.0"
"1293470","movie","动作","category","BELONGS","2000.0"
"1293470","movie","科幻","category","BELONGS","2000.0"
"1293470","movie","惊悚","category","BELONGS","2000.0"
"1305306","movie","科幻","category","BELONGS","2002.0"
